"Manage Shopping Cart","Управление на количка"
"Create Order","Създай поръчка"
"Back","Обратно"
"Add Products","Добавяне на продукти"
"Update Items and Quantities","Обнови артикули и количества"
"Are you sure you want to clear your cart?","Сигурни ли сте, че искате да изчистите вашата количка?"
"Clear my shopping cart","Изчисти моята количка"
"Add selections to my cart","Добави избраните към моята количка"
"Cancel","Отказ"
"Shopping Cart for %1 in %2","Количка за %1 в %2"
"Select products you want to buy","Изберете продуктите, които искате за купите"
"Product","Продукт"
"Price","Цена"
"Quantity","Количество: "
"Products in the Comparison List (%1)","Продукти в списъка за сравнение (%1)"
"Last ordered items (%1)","Последно поръчани артикули (%1)"
"Products","Продукти"
"ID","ИД"
"SKU","Кат. номер"
"Recently Compared Products (%1)","Последно сравнени продукти (%1)"
"Recently Viewed Products (%1)","Последно видени продукти (%1)"
"Add to Shopping Cart by SKU","Добави в количката по кат. номер"
"Add to Shopping Cart","Добави в количката"
"Wish List (%1)","Списък Желания (%1)"
"Apply","Приложи"
"Configure","Конфигуриране на"
"Add to Order by SKU","Добави към поръчката по каталожен номер"
"Add to Order","Добави към поръчка"
"Add Products to Order","Добави продукти към поръчката"
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> продукт(а) изисква(т) внимание.</span>"
"Remove All","Премахни всички"
"Only %1%2%3 left in stock","Само %1%2%3 са в наличност"
"You can buy up to %1 of these per purchase.","Може да купите до %1 от този продукт в една поръчка."
"You must buy at least %1 of these per purchase.","Трябва да купите поне %1 от този продукт в поръчка."
"Specify the product's options.","Задайте опциите на продукта."
"Alert me when this item is available.","Уведоми ме, когато този продукт е наличен."
"We can't find this customer.","Не можем да намерим този клиент."
"Shopping cart management is disabled for this customer.","Управлението на количката не е разрешено за този клиент."
"We can't find this store.","Не можем да намерим този магазин."
"Customers","Клиенти"
"Shopping Cart","Количка"
"Sorry, something went wrong. You can find out more in the error log.","Съжаляваме, но нещо се обърка. Може да намерите повече информация в лог файла за грешки."
"You do not have access to this.","Вие нямате достъп до това."
"Ordered item id is not received.","Ordered item id is not received."
"Ordered item is not loaded.","Ordered item is not loaded."
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"The wish list item id is not received.","Списъкът с желани продукти за артикул с този ID не е получен."
"The wish list item is not loaded.","Списъкът с желани продукти не е зареден."
"An error has occurred. See error log for details.","Възникна грешка. Вижте лога с грешки за подробности."
"You cannot configure a product.","Не можете да конфигурирате този продукт."
"You removed the items.","Вие премахнахте тези артикули."
"You removed the item.","Вие премахнахте артикулът."
"You added %1 to your shopping cart.","Добавихте %1 към вашата количка."
"You cannot add a product.","Не можете да добавяте продукт."
"Order by SKU","Подреди по кат.номер"
"The SKU was not found in the catalog.","Този кат. номер не бе открит в каталога."
"Availability: Out of stock.","Наличност: Няма налично."
"We don't have as many of these as you want.","Нямаме толкова колкото искате."
"You can't add this many to your cart.","Не можете да добавите толкова много към количката си."
"You need to choose options for your item.","Трябва да изберете опции за продукта."
"We can't add the item to your cart.","Не можем да добавим елемента към Вашата количка."
"Please enter an actual number in the ""Qty"" field.","Моля, въведете реалното число в полето ""Количество""."
"This product is assigned to another website.","Този продукт е присвоен на друг сайт."
"You can add only enabled products.","Можете да добавяте само активирани продукти."
"You cannot upload this file.","Не можете да качите този файл."
"The file is empty.","Файлът е празен."
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Не сте въвели продукт. Моля, <a href=""%1""> Щракнете тук</a>, за да добавите продукт(и) по кат. номер."
"You have not entered a product SKU.","Не сте въвели кат. номер на продукта."
"We can't add a product to cart by id ""%1"".","Ние не може да добавите продукт в кошницата по ID ""%1""."
"Something went wrong while reordering this product.","Нещо се обърка, при повторно поръчване на този продукт."
"We can't find this wish list.","Не можем да намерим този списък с желани продукти"
"You added %1 product to your shopping cart.","Добавихте %1 продукт към количката си."
"You added %1 products to your shopping cart.","Добавихте %1 продукта към количка си."
"%1 product requires your attention.","%1 продукт изисква Вашето внимание."
"%1 products require your attention.","%1 продукта изискват Вашето внимание."
"Yes, for Specified Customer Groups","Да, за определени клиентски групи"
"Yes, for Everyone","Да, за всеки"
"No","Не"
"The file is corrupt.","Файлът е повреден."
"Please upload the file in .csv format.","Моля, качете файла в .csv формат."
"%1 item(s) need your attention.","%1 елемент(и) се нуждаят от Вашето внимание."
"Apply Coupon Code","Приложи купон"
"Remove Coupon Code","Премахни купон"
"Remove","Премахване"
"The coupon code ""%1"" is not valid.","Този код ""%1"" не е валиден."
"Shopping Cart Items","Продукти в количката"
"Qty","Кол-во"
"Subtotal","Сума"
"Discount","Отстъпка"
"Row Subtotal","Междинна сума за ред"
"Action","Действие"
"No ordered items","Няма поръчани артикули"
"Total %1 product(s)","Общо %1 продукт(а)"
"Subtotal:","Междинна сума:"
"Please select","Моля изберете"
"Move to Wish List","Премести в списък с желания"
"No item specified.","Няма зададен елемент."
"Are you sure you want to remove this item?","Сигурни ли сте, че искате да изтриете артикула?"
"SKU number","Кат. номер"
"Upload File","Качи файл"
"Your csv file must include ""sku"" and ""qty"" columns.","Вашият csv файл трябва да съдържа колоните ""sku"" и ""qty""."
"Reset","Изчисти"
"SKU: ","Кат. номер: "
"Only <span id=""%1_max_allowed"">%2</span> in stock","Само <span id=""%1_max_allowed"">%2</span> в наличност"
"Item","Артикул"
