"Billing Agreements","Platební podmínky"
"ID","ID"
"Email","E-mail"
"First Name","Jméno"
"Last Name","Příjmení"
"Reference ID","Referenční ID"
"Status","Stav"
"Created","Vytvořeno"
"N/A","nedefinováno"
"Updated","Upraveno"
"Back","Zpět"
"Are you sure you want to do this?","Opravdu to chcete udělat?"
"Cancel","Zrušit"
"Billing Agreement #%1","Platební podmínky č. %1"
"General Information","Všeobecné informace"
"Related Orders","Související objednávky"
"Order","Objednávka"
"Purchased","Zakoupeno"
"Bill-to Name","Faktura na jméno"
"Ship-to Name","Doručit na jméno"
"Order Total","Celkem za"
"Purchase Point","Místo nákupu"
"Billing Agreement View","Zobrazit platební podmínky"
"Are you sure you want to authorize full order amount?","Are you sure you want to authorize full order amount?"
"Authorize","Authorize"
"View Transaction Details","Zobrazit údaje transakce"
"Reference Information","Referenční údaje"
"Transaction Information","Transakční údaje"
"PayPal Fee Information","Nastavení PayPal poplatku"
"PayPal Settlement Reports","Přehledy PayPal plateb"
"We are connecting to the PayPal SFTP server to retrieve new reports. Are you sure you want to continue?","Probíhá připojení k PayPal SFTP serveru a načítání nových přehledů. Skutečně chcete pokračovat?"
"Fetch Updates","Načíst aktualizace"
"button_label","button_label"
"sandbox_button_label","sandbox_button_label"
"Help","Nápověda"
"Configure","Nastavit"
"Close","Zavřít‏"
"Learn More","Dozvědět se více"
"View Demo","Zobrazit Demo"
"See terms","Viz podmínky"
"You will be redirected to the PayPal website.","Dojde k přesměrování na webové stránky PayPal."
"You will be redirected to the PayPal website when you place an order.","Po odeslání objednávky dojde k přesměrování na webové stránky PayPal."
"Incl. Tax","s DPH"
"Billing Information","Fakturační údaje"
"Shipping Information","Informace o dopravě"
"Invalid block type","Neplatný typ bloku"
"Please specify the correct billing agreement ID and try again.","Zadejte správné platební podmínky a zkuste to znovu."
"You canceled the billing agreement.","Platební podmínky byly zrušeny."
"We can't cancel the billing agreement.","Platební podmínky nelze zrušit."
"You deleted the billing agreement.","Platební podmínky byly odstraněny."
"We can't delete the billing agreement.","Platební podmínky nelze odstranit."
"Payment authorization has been successfully created.","Payment authorization has been successfully created."
"Unable to make payment authorization.","Unable to make payment authorization."
"Reports","Přehledy"
"Sales","Prodej"
"View Transaction","Zobrazit transakci"
"We found nothing to fetch because of an empty configuration.","Kvůli prázdné konfiguraci nelze nic načíst."
