"Billing Agreements","Thỏa thuận thanh toán"
"ID","ID"
"Email","Email"
"First Name","Tên"
"Last Name","Họ"
"Reference ID","ID tham khảo"
"Status","Trạng thái"
"Created","Đã tạo"
"N/A","Không xác định"
"Updated","Đã cập nhật"
"Back","Trở lại"
"Are you sure you want to do this?","Bạn có chắc rằng bạn muốn làm điều này?"
"Cancel","Hủy bỏ"
"Billing Agreement #%1","Thỏa thuận Thanh toán #%1"
"General Information","Thông tin chung"
"Related Orders","đơn đặt hàng Liên quan"
"Order","Đơn hàng"
"Purchased","Đã mua"
"Bill-to Name","Tên người thanh toán"
"Ship-to Name","Tên người vận chuyển đến"
"Order Total","Tổng đơn đặt hàng"
"Purchase Point","Mua điểm"
"Billing Agreement View","Xem thỏa thuận thanh toán"
"Are you sure you want to authorize full order amount?","Are you sure you want to authorize full order amount?"
"Authorize","Authorize"
"View Transaction Details","Xem chi tiết giao dịch"
"Reference Information","Thông tin tham khảo"
"Transaction Information","Thông tin giao dịch"
"PayPal Fee Information","Thông tin phí PayPal"
"PayPal Settlement Reports","Báo cáo quyết toán PayPal"
"We are connecting to the PayPal SFTP server to retrieve new reports. Are you sure you want to continue?","Chúng tôi đang kết nối đến các máy chủ PayPal SFTP để lấy báo cáo mới. Bạn có chắc bạn muốn tiếp tục không?"
"Fetch Updates","Lấy thông tin Cập Nhật"
"button_label","button_label"
"sandbox_button_label","sandbox_button_label"
"Help","Hỗ trợ"
"Configure","Cấu hình"
"Close","Đóng lại"
"Learn More","Tìm hiểu thêm"
"View Demo","Xem Demo"
"See terms","Xem điều khoản"
"You will be redirected to the PayPal website.","Bạn sẽ được chuyển hướng đến trang web PayPal."
"You will be redirected to the PayPal website when you place an order.","Bạn sẽ được chuyển hướng đến trang web PayPal khi bạn đặt một đơn đặt hàng."
"Incl. Tax","Đã bao gồm thuế"
"Billing Information","Thông tin thanh toán"
"Shipping Information","Thông tin vận chuyển"
"Invalid block type","Loại khối không hợp lệ"
"Please specify the correct billing agreement ID and try again.","Hãy chỉ định ID thỏa thuận thanh toán đúng và thử lại."
"You canceled the billing agreement.","Bạn hủy bỏ thỏa thuận thanh toán."
"We can't cancel the billing agreement.","Chúng tôi không thể hủy bỏ thỏa thuận thanh toán."
"You deleted the billing agreement.","Bạn đã xoá các thỏa thuận thanh toán."
