"Return","Retour"
"Returns","Retours"
"Create Returns","Créer des retours"
"Select Items","Sélectionner des éléments"
"New Return Request","Nouvelle demande de retour"
"Create New RMA for %1 in %2","Créer une nouvelle autorisation de retour de marchandise pour %1 dans %2"
"Create New RMA for %1","Créer une nouvelle autorisation de retour de marchandise pour %1"
"Create New RMA","Créer une nouvelle autorisation de retour de marchandise"
"Please Select Order","Veuillez sélectionner une commande"
"Order","Commande"
"Purchase Point","Point de vente"
"Purchased","Acheté"
"Customer First Name","Prénom du client"
"Customer Last Name","Nom de famille du client"
"Grand Total (Base)","Nom du client"
"Grand Total (Purchased)","Total général (acheté)"
"Status","Statut"
"Save and Continue Edit","Sauvegarder et continuer à éditer"
"Close","Fermer"
"Are you sure you want to close this returns request?","Êtes-vous certain(e) de vouloir fermer cette demande de retour ?"
"Print","Imprimer"
"Return #%1 - %2","Retour n°%1 - %2"
"RMA Item Details","Détails de l'autorisation de retour de marchandise de l'article"
"OK","OK"
"Cancel","Annuler"
"No","Non"
"Yes","Oui"
"Delete Image","Effacer l'image"
"View Full Size","Voir en pleine taille"
"General Information","Informations générales"
"Submit Comment","Envoyer un commentaire"
"Add","Ajouter"
"Custom Value","Valeur personnalisée"
"Print Shipping Label","Imprimer l'étiquette de livraison"
"Show Packages","Afficher les colis"
"Items","Articles"
"Return Items","Articles de Retour"
"Product","Produit"
"SKU","REF"
"Remaining","Restant"
"Requested","Demandé"
"Authorized","Autorisé"
"Returned","Retourné"
"Approved","Approuvé"
"Return Reason","Motif de retour"
"Item Condition","État de l’article"
"Resolution","Résolution"
"Details","Détails"
"Split","Séparé"
"Action","Action"
"Return Information","Information de retour"
"RMA","Autorisation de retour de marchandise"
"Ordered","Commandé"
"Customer","Client"
"View","Voir"
"You have chosen to change status(es) of the selected RMA requests to Close. Are you sure you want to continue?","Vous avez choisi de changer le(s) statut(s) des demandes d'autorisation de retour de marchandise sélectionnées pour être fermées. Êtes-vous certain(e) de vouloir continuer ?"
"Return Item Attribute","Attribut retour produits"
"Add New Attribute","Ajouter un attribut"
"Save Attribute","Sauvegarder l'attribut"
"Delete Attribute","Supprimer l'attribut"
"Edit Return Item Attribute ""%1""","Modifier l’attribut de retour produits ""%1"""
"New Return Item Attribute","Nouvel attribut de retour produits"
"Input Type","Type de saisie"
